FileName,Next 1990,2012 Songbook,2017 Songbook,Tags,Quality,VC Choice,Notes,,,,,
When_I'm_Gone_(Glee_Camp_2024-10).mp3,,N,Y,,Fine,Y,"From Emily, whatsapp",,,,,
When_You_Were_Born_You_Cried_(Hodore_2024_07).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Whisky_Johnny.mp3,,N,N,,Good,Y,,,,,,
Whisky_On_A_Sunday_(FFS).mp3,,N,Y,,Good,Y,,,,,,
Whistling_Gypsy_Rover_(Oxford_Glee_2024-04).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
White_Cockade_(01).mp3,Y,N,Y,,Good,Y,,,,,,
White_Cockade_(02).mp3,Y,N,Y,,Fine,N,,,,,,
White_Cockade_(Barnyard).mp3,Y,N,Y,With banjo - Solo,Good,N,,,,,,
White_Cockade_(Wagon_Band).mp3,Y,N,Y,With banjo - Solo,Fine,N,Far away,,,,,
Whoa_Naday_Naday_Nadeechay_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt Songs,,,,,
Wild_Mountain_Thyme.mp3,,N,Y,,Fine,N,Guitar,,,,,
Wild_Mountain_Thyme_(Caitlin_2024-06).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,,
Wild_Rover_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
The_Wind_They_Say_It_Is_A_Song.mp3,,N,N,,Bin,N,,,,,,
Winky_Wunk.mp3,,N,N,,Bin,N,,,,,,
Winter_Calls_A_Clear_Horizon_(Not_Recorded_Yet).mp3,,N,N,,,Y,"IFASCO 2024"
Woad_(Fergus_Ray_Murray).mp3,,N,Y,Solo,Fine,Y,,,,,,
Work_Song_(01).mp3,,N,Y,,Fine,Y,,,,,,
Work_Song_(Horton_Rd_Vol_1).mp3,,N,Y,,Bin,N,,,,,,
Work_Song_(03).mp3,,N,Y,Solo,Fine,N,,,,,,
Work_Song_(Lonesome).mp3,,N,Y,Solo,Bin,N,,,,,,
Work_Song_(Putney_Allstars).mp3,,N,Y,Solo + Harmony,Fine,N,,,,,,
Worried_Man_(Stores_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Worried_Man_(01).mp3,,N,Y,,Fine,N,Needs re-recording straight,,,,,
Worried_Man_(02).mp3,,N,Y,Harmony,Fine,N,Enough with the harmonies,,,,,
Worried_Man_(03).mp3,,N,Y,,Fine,N,Much slower,,,,,
Yellay_Mama_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt Songs,,,,,
Yellow_Bird_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Yellow_Roses.mp3,,N,Y,,Fine,Y,,,,,,
Yolomano_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt Songs,,,,,
Yolomano_(In_The_Crypt).mp3,,N,N,Foreign Language,Fine,N,Alt Songs,,,,,
Yolomano_(Parts).mp3,,N,N,Foreign Language,Fine,N,Alt Songs,,,,,
Zum_Gali_Gali_(Unknown).mp3,,N,N,Foreign Language,Fine,N,"Alt Songs""Adieu_Sweet_Nancy_(London_Glee_2024-09).mp3",Y,,Fine,Y,From OGVCC
